CODE,day,t,dn,dc,cc,BS,DP,DN,SS,SB
CODE_1.SZ,20241230,10:08:22:500,15537357,C,0, ,0,100,0,15074302
CODE_1.SZ,20241230,10:08:22:760,15538055,0,0,B,4.52,1000,14633996,15538054
CODE_1.SZ,20241230,10:08:23:790,15540672,C,0, ,0,1000,0,15330234
CODE_1.SZ,20241230,10:08:26:780,15551447,C,0, ,0,200,0,6723307
CODE_1.SZ,20241230,10:08:28:710,15557588,C,0, ,0,1000,13488536,0
CODE_1.SZ,20241230,10:08:30:210,15562037,C,0, ,0,6200,13061389,0
CODE_1.SZ,20241230,10:08:34:030,15573714,0,0,S,4.51,1900,15573713,15129373
CODE_1.SZ,20241230,10:08:34:030,15573715,0,0,S,4.51,1000,15573713,15129565
CODE_1.SZ,20241230,10:08:34:030,15573716,0,0,S,4.51,4500,15573713,15134759
CODE_1.SZ,20241230,10:08:34:030,15573717,0,0,S,4.51,1000,15573713,15147368
CODE_1.SZ,20241230,10:08:34:030,15573718,0,0,S,4.51,400,15573713,15153645
CODE_1.SZ,20241230,10:08:34:030,15573719,0,0,S,4.51,400,15573713,15156131
CODE_1.SZ,20241230,10:08:35:460,15577103,0,0,B,4.52,500,14633996,15577102
CODE_1.SZ,20241230,10:08:35:460,15577104,0,0,B,4.52,500,14638065,15577102
CODE_1.SZ,20241230,10:08:36:380,15579118,0,0,S,4.51,1200,15579117,15156131
CODE_1.SZ,20241230,10:08:36:980,15580786,C,0, ,0,200,15404342,0
CODE_1.SZ,20241230,10:08:41:830,15593062,C,0, ,0,1600,0,15421470
CODE_1.SZ,20241230,10:08:44:320,15600354,0,0,B,4.52,100,14638065,15600353
CODE_1.SZ,20241230,10:08:44:320,15600355,0,0,B,4.52,300,14644627,15600353
CODE_1.SZ,20241230,10:08:44:820,15601742,C,0, ,0,2500,15125486,0
CODE_1.SZ,20241230,10:08:44:820,15601743,C,0, ,0,1000,15403060,0
CODE_1.SZ,20241230,10:08:45:230,15602900,C,0, ,0,3200,0,15352349
CODE_1.SZ,20241230,10:08:45:610,15603808,0,0,B,4.52,600,14644627,15603807
CODE_1.SZ,20241230,10:08:45:610,15603809,0,0,B,4.52,400,14644628,15603807
CODE_1.SZ,20241230,10:08:46:040,15604962,C,0, ,0,6700,0,15441768
CODE_1.SZ,20241230,10:08:46:200,15605454,0,0,S,4.51,200,15605453,15156131
CODE_1.SZ,20241230,10:08:46:930,15608051,0,0,S,4.51,200,15608050,15156131
CODE_1.SZ,20241230,10:08:46:930,15608052,0,0,S,4.51,600,15608050,15182611
CODE_1.SZ,20241230,10:08:47:430,15609425,0,0,S,4.51,500,15609424,15182611
CODE_1.SZ,20241230,10:08:49:440,15613972,C,0, ,0,11100,0,15490896
CODE_1.SZ,20241230,10:08:52:480,15621180,0,0,B,4.52,100,14644628,15621179
CODE_1.SZ,20241230,10:08:55:900,15629632,C,0, ,0,10000,0,15040927
CODE_1.SZ,20241230,10:08:57:510,15633655,C,0, ,0,500,0,6908066
CODE_1.SZ,20241230,10:08:59:550,15639347,C,0, ,0,500,0,11541927
CODE_1.SZ,20241230,10:09:05:340,15663982,C,0, ,0,500,0,167148
CODE_1.SZ,20241230,10:09:06:920,15673360,0,0,B,4.52,900,14644628,15673359
CODE_1.SZ,20241230,10:09:06:920,15673361,0,0,B,4.52,1000,14644631,15673359
CODE_1.SZ,20241230,10:09:06:920,15673362,0,0,B,4.52,700,14644632,15673359
CODE_1.SZ,20241230,10:09:06:920,15673363,0,0,B,4.52,700,14644655,15673359
CODE_1.SZ,20241230,10:09:08:150,15679963,0,0,B,4.52,500,14644655,15679962
CODE_1.SZ,20241230,10:09:08:170,15680101,0,0,S,4.51,1900,15680100,15182611
CODE_1.SZ,20241230,10:09:08:170,15680102,0,0,S,4.51,3100,15680100,15190916
CODE_1.SZ,20241230,10:09:08:240,15680417,0,0,S,4.51,3900,15680416,15190916
CODE_1.SZ,20241230,10:09:09:320,15684511,0,0,B,4.52,500,14644655,15684510
CODE_1.SZ,20241230,10:09:12:000,15694172,C,0, ,0,1000,0,13996170
CODE_1.SZ,20241230,10:09:12:440,15695619,C,0, ,0,10000,0,14771755
CODE_1.SZ,20241230,10:09:14:050,15701482,C,0, ,0,500,0,15601420
CODE_1.SZ,20241230,10:09:14:110,15701683,0,0,S,4.51,2000,15701682,15190916
CODE_1.SZ,20241230,10:09:15:440,15705446,0,0,B,4.52,300,14644655,15705445
CODE_1.SZ,20241230,10:09:15:440,15705447,0,0,B,4.52,6600,14671329,15705445
CODE_1.SZ,20241230,10:09:15:440,15705448,0,0,B,4.52,1100,14714337,15705445
CODE_1.SZ,20241230,10:09:15:440,15705449,0,0,B,4.52,1300,14725601,15705445
CODE_1.SZ,20241230,10:09:15:440,15705450,0,0,B,4.52,1700,14734231,15705445
CODE_1.SZ,20241230,10:09:15:530,15705704,C,0, ,0,8700,13078258,0
CODE_1.SZ,20241230,10:09:15:810,15706585,0,0,B,4.52,300,14741626,15706584
CODE_1.SZ,20241230,10:09:15:810,15706586,0,0,B,4.52,14300,14761507,15706584
CODE_1.SZ,20241230,10:09:15:810,15706587,0,0,B,4.52,800,15082938,15706584
CODE_1.SZ,20241230,10:09:15:810,15706588,0,0,B,4.52,100,15092987,15706584
CODE_1.SZ,20241230,10:09:15:810,15706589,0,0,B,4.52,600,15093092,15706584
CODE_1.SZ,20241230,10:09:15:810,15706590,0,0,B,4.52,200,15094002,15706584
CODE_1.SZ,20241230,10:09:15:810,15706591,0,0,B,4.52,1100,15099234,15706584
CODE_1.SZ,20241230,10:09:15:810,15706592,0,0,B,4.52,1300,15158916,15706584
CODE_1.SZ,20241230,10:09:16:070,15707347,0,0,B,4.52,600,15158916,15707346
CODE_1.SZ,20241230,10:09:17:420,15711538,0,0,B,4.52,500,15158916,15711537
CODE_1.SZ,20241230,10:09:19:000,15716852,C,0, ,0,600,3067389,0
CODE_1.SZ,20241230,10:09:25:170,15733348,0,0,S,4.51,6700,15733347,15190916
CODE_1.SZ,20241230,10:09:25:170,15733349,0,0,S,4.51,2000,15733347,15200188
CODE_1.SZ,20241230,10:09:25:170,15733350,0,0,S,4.51,7600,15733347,15205345
CODE_1.SZ,20241230,10:09:28:030,15741166,0,0,B,4.52,1500,15158916,15741165
CODE_1.SZ,20241230,10:09:28:060,15741260,0,0,S,4.51,2100,15741259,15205345
CODE_1.SZ,20241230,10:09:28:060,15741262,0,0,S,4.51,3100,15741261,15205345
CODE_1.SZ,20241230,10:09:28:060,15741263,0,0,S,4.51,1000,15741261,15206522
CODE_1.SZ,20241230,10:09:28:060,15741264,0,0,S,4.51,10000,15741261,15214588
CODE_1.SZ,20241230,10:09:29:280,15744664,0,0,S,4.51,1200,15744663,15215453
CODE_1.SZ,20241230,10:09:29:380,15744915,0,0,B,4.52,1500,15158916,15744914
CODE_1.SZ,20241230,10:09:30:270,15747315,0,0,S,4.51,1800,15747314,15215453
CODE_1.SZ,20241230,10:09:30:270,15747316,0,0,S,4.51,4200,15747314,15229176
CODE_1.SZ,20241230,10:09:30:560,15748315,0,0,S,4.51,100,15748314,15229176
CODE_1.SZ,20241230,10:09:31:900,15752740,C,0, ,0,900,14143524,0
CODE_1.SZ,20241230,10:09:32:000,15752960,0,0,B,4.52,900,15158916,15752959
CODE_1.SZ,20241230,10:09:32:000,15752961,0,0,B,4.52,1300,15176248,15752959
CODE_1.SZ,20241230,10:09:32:000,15752962,0,0,B,4.52,100,15176457,15752959
CODE_1.SZ,20241230,10:09:32:000,15752963,0,0,B,4.52,2300,15187178,15752959
CODE_1.SZ,20241230,10:09:32:000,15752964,0,0,B,4.52,2300,15198870,15752959
CODE_1.SZ,20241230,10:09:32:000,15752965,0,0,B,4.52,500,15217557,15752959
CODE_1.SZ,20241230,10:09:32:000,15752966,0,0,B,4.52,5000,15236201,15752959
CODE_1.SZ,20241230,10:09:32:070,15753161,0,0,S,4.51,4800,15753160,15229176
CODE_1.SZ,20241230,10:09:33:880,15758477,0,0,B,4.52,3500,15236201,15758476
CODE_1.SZ,20241230,10:09:37:020,15768934,C,0, ,0,30000,315699,0
CODE_1.SZ,20241230,10:09:37:810,15771536,0,0,S,4.51,600,15771535,15229176
CODE_1.SZ,20241230,10:09:40:180,15779498,0,0,B,4.52,10000,15236201,15779497
CODE_1.SZ,20241230,10:09:41:140,15782597,0,0,S,4.51,1600,15782596,15229176
CODE_1.SZ,20241230,10:09:47:420,15802165,C,0, ,0,1000,0,10124292
CODE_1.SZ,20241230,10:09:48:380,15804676,0,0,B,4.52,100,15236201,15804675
CODE_1.SZ,20241230,10:09:49:930,15809918,C,0, ,0,2100,15658464,0
CODE_1.SZ,20241230,10:09:50:130,15810450,0,0,S,4.51,6300,15810449,15229176
CODE_1.SZ,20241230,10:09:50:200,15810668,0,0,B,4.52,600,15236201,15810667
CODE_1.SZ,20241230,10:09:50:240,15810782,0,0,B,4.52,100,15236201,15810781
CODE_1.SZ,20241230,10:09:50:330,15811096,C,0, ,0,2100,15692904,0
CODE_1.SZ,20241230,10:09:50:520,15811534,0,0,S,4.51,6300,15811533,15229176
CODE_1.SZ,20241230,10:09:51:230,15813865,C,0, ,0,5000,0,5745329
CODE_1.SZ,20241230,10:09:52:500,15818220,C,0, ,0,2000,15628731,0
CODE_1.SZ,20241230,10:09:54:820,15824683,0,0,B,4.52,1600,15236201,15824682
CODE_1.SZ,20241230,10:09:56:680,15830044,0,0,B,4.52,3000,15236201,15830043
CODE_1.SZ,20241230,10:09:57:350,15831785,C,0, ,0,2000,4941201,0
CODE_1.SZ,20241230,10:10:00:000,15839488,0,0,S,4.51,1500,15839487,15229176
CODE_1.SZ,20241230,10:10:00:410,15841317,C,0, ,0,2300,15372141,0
CODE_1.SZ,20241230,10:10:00:430,15841422,C,0, ,0,2300,15350653,0
CODE_1.SZ,20241230,10:10:00:430,15841428,C,0, ,0,2300,15542816,0
CODE_1.SZ,20241230,10:10:00:430,15841429,C,0, ,0,4800,15754052,0
CODE_1.SZ,20241230,10:10:00:450,15841629,C,0, ,0,2300,15350660,0
CODE_1.SZ,20241230,10:10:00:460,15841730,0,0,S,4.51,4600,15841729,15229176
CODE_1.SZ,20241230,10:10:00:460,15841731,0,0,S,4.51,200,15841729,15253913
CODE_1.SZ,20241230,10:10:00:460,15841732,0,0,S,4.51,400,15841729,15261228
CODE_1.SZ,20241230,10:10:00:460,15841733,0,0,S,4.51,4000,15841729,15261464
CODE_1.SZ,20241230,10:10:00:460,15841734,0,0,S,4.51,200,15841729,15262998
CODE_1.SZ,20241230,10:10:00:470,15841752,C,0, ,0,2300,15486509,0
CODE_1.SZ,20241230,10:10:00:470,15841753,C,0, ,0,5700,15754051,0
CODE_1.SZ,20241230,10:10:00:470,15841761,C,0, ,0,4000,15592196,0
CODE_1.SZ,20241230,10:10:00:500,15841865,0,0,S,4.51,300,15841864,15262998
CODE_1.SZ,20241230,10:10:00:500,15841866,0,0,S,4.51,2000,15841864,15296787
CODE_1.SZ,20241230,10:10:00:500,15841867,0,0,S,4.51,2000,15841864,15299024
CODE_1.SZ,20241230,10:10:00:500,15841868,0,0,S,4.51,2500,15841864,15306229
CODE_1.SZ,20241230,10:10:00:500,15841869,0,0,S,4.51,2000,15841864,15313114
CODE_1.SZ,20241230,10:10:00:500,15841870,0,0,S,4.51,1000,15841864,15316527
CODE_1.SZ,20241230,10:10:00:500,15841871,0,0,S,4.51,500,15841864,15345943
CODE_1.SZ,20241230,10:10:00:520,15841933,0,0,S,4.51,100,15841932,15345943
CODE_1.SZ,20241230,10:10:00:520,15841934,0,0,S,4.51,6200,15841932,15349098
CODE_1.SZ,20241230,10:10:01:000,15843879,0,0,B,4.52,700,15236201,15843878
CODE_1.SZ,20241230,10:10:04:140,15855656,0,0,B,4.52,1300,15236201,15855655
CODE_1.SZ,20241230,10:10:05:660,15861285,0,0,S,4.51,2000,15861284,15349098
CODE_1.SZ,20241230,10:10:05:940,15862308,C,0, ,0,300,257755,0
CODE_1.SZ,20241230,10:10:08:020,15872656,0,0,B,4.52,14300,15236201,15872655
CODE_1.SZ,20241230,10:10:09:220,15877145,0,0,B,4.52,500,15236201,15877144
CODE_1.SZ,20241230,10:10:10:210,15881547,C,0, ,0,900,7379545,0
CODE_1.SZ,20241230,10:10:11:950,15888012,0,0,B,4.52,500,15236201,15888011
CODE_1.SZ,20241230,10:10:11:960,15888063,C,0, ,0,6500,0,15379732
CODE_1.SZ,20241230,10:10:12:050,15888472,0,0,S,4.51,2100,15888471,15349098
CODE_1.SZ,20241230,10:10:17:440,15909426,0,0,B,4.52,500,15236201,15909425
CODE_1.SZ,20241230,10:10:18:600,15914066,0,0,B,4.52,100,15236201,15914065
CODE_1.SZ,20241230,10:10:20:930,15923195,0,0,S,4.51,3900,15923194,15349098
CODE_1.SZ,20241230,10:10:21:780,15926511,0,0,B,4.52,600,15236201,15926510
CODE_1.SZ,20241230,10:10:26:750,15944292,C,0, ,0,200,0,8972764
CODE_1.SZ,20241230,10:10:26:780,15944391,0,0,B,4.52,1100,15236201,15944390
CODE_1.SZ,20241230,10:10:27:290,15946055,0,0,S,4.51,300,15946054,15349098
CODE_1.SZ,20241230,10:10:27:730,15947674,0,0,B,4.52,10400,15236201,15947673
CODE_1.SZ,20241230,10:10:27:870,15948094,0,0,B,4.52,600,15236201,15948093
CODE_1.SZ,20241230,10:10:28:820,15952540,C,0, ,0,100,0,15860185
CODE_1.SZ,20241230,10:10:31:030,15961875,0,0,B,4.52,1300,15236201,15961874
CODE_1.SZ,20241230,10:10:31:320,15963249,0,0,B,4.52,1100,15236201,15963248
CODE_1.SZ,20241230,10:10:31:340,15963317,C,0, ,0,500,0,15453727
CODE_1.SZ,20241230,10:10:31:400,15963531,0,0,B,4.52,900,15236201,15963530
CODE_1.SZ,20241230,10:10:31:400,15963533,0,0,B,4.52,3000,15236201,15963532
CODE_1.SZ,20241230,10:10:32:160,15967324,0,0,S,4.51,1000,15967323,15349098
CODE_1.SZ,20241230,10:10:37:320,15990458,0,0,B,4.52,5000,15236201,15990457
CODE_1.SZ,20241230,10:10:40:790,16002588,0,0,B,4.52,10300,15236201,16002587
CODE_1.SZ,20241230,10:10:43:250,16009659,0,0,B,4.52,4400,15236201,16009658
CODE_1.SZ,20241230,10:10:45:040,16014511,C,0, ,0,400,15746561,0
CODE_1.SZ,20241230,10:10:45:040,16014512,C,0, ,0,400,15746562,0
CODE_1.SZ,20241230,10:10:45:040,16014514,0,0,B,4.52,1100,15236201,16014513
CODE_1.SZ,20241230,10:10:45:050,16014529,C,0, ,0,400,15746559,0
CODE_1.SZ,20241230,10:10:45:050,16014536,C,0, ,0,900,15746594,0
CODE_1.SZ,20241230,10:10:45:050,16014537,C,0, ,0,500,15746595,0
CODE_1.SZ,20241230,10:10:45:050,16014538,C,0, ,0,900,15746596,0
CODE_1.SZ,20241230,10:10:45:060,16014554,C,0, ,0,200,15746604,0
CODE_1.SZ,20241230,10:10:45:060,16014556,C,0, ,0,600,15746605,0
CODE_1.SZ,20241230,10:10:45:060,16014575,C,0, ,0,400,15746608,0
CODE_1.SZ,20241230,10:10:45:060,16014576,C,0, ,0,600,15746609,0
CODE_1.SZ,20241230,10:10:45:070,16014591,C,0, ,0,600,15746611,0
CODE_1.SZ,20241230,10:10:45:070,16014592,C,0, ,0,600,15746610,0
CODE_1.SZ,20241230,10:10:45:070,16014601,C,0, ,0,500,15746632,0
CODE_1.SZ,20241230,10:10:45:070,16014611,C,0, ,0,400,15746669,0
CODE_1.SZ,20241230,10:10:45:080,16014661,C,0, ,0,500,15746613,0
CODE_1.SZ,20241230,10:10:45:080,16014666,C,0, ,0,900,15746597,0
CODE_1.SZ,20241230,10:10:45:080,16014673,C,0, ,0,500,15746619,0
CODE_1.SZ,20241230,10:10:47:990,16023408,0,0,S,4.51,6600,16023407,15349098
CODE_1.SZ,20241230,10:10:48:690,16025707,0,0,S,4.51,10000,16025706,15349098
CODE_1.SZ,20241230,10:10:51:340,16033346,0,0,B,4.52,4400,15236201,16033345
CODE_1.SZ,20241230,10:10:52:800,16037913,C,0, ,0,1000,0,12494727
CODE_1.SZ,20241230,10:10:53:410,16039487,C,0, ,0,3200,0,13653670
CODE_1.SZ,20241230,10:10:56:830,16050029,0,0,B,4.52,2000,15236201,16050028
CODE_1.SZ,20241230,10:10:59:820,16058976,0,0,B,4.52,1000,15236201,16058975
CODE_1.SZ,20241230,10:10:59:960,16059282,C,0, ,0,3000,0,8675463
CODE_1.SZ,20241230,10:11:00:770,16063150,0,0,B,4.52,2600,15236201,16063149
CODE_1.SZ,20241230,10:11:02:900,16071141,0,0,S,4.51,10000,16071140,15349098
CODE_1.SZ,20241230,10:11:02:900,16071143,0,0,S,4.51,10000,16071142,15349098
CODE_1.SZ,20241230,10:11:05:520,16081102,C,0, ,0,2000,0,1960598
CODE_1.SZ,20241230,10:11:07:790,16089045,0,0,B,4.52,400,15236201,16089044
CODE_1.SZ,20241230,10:11:08:190,16090386,C,0, ,0,300,15954616,0
CODE_1.SZ,20241230,10:11:08:920,16092738,C,0, ,0,7200,15975208,0
CODE_1.SZ,20241230,10:11:10:660,16099825,C,0, ,0,10000,0,6998674
CODE_1.SZ,20241230,10:11:13:600,16111008,0,0,B,4.52,500,15236201,16111007
CODE_1.SZ,20241230,10:11:19:170,16137001,0,0,S,4.51,300,16137000,15349098
CODE_1.SZ,20241230,10:11:19:320,16137806,0,0,B,4.52,600,15236201,16137805
CODE_1.SZ,20241230,10:11:21:400,16144765,C,0, ,0,400,15407326,0
CODE_1.SZ,20241230,10:11:22:080,16147426,0,0,S,4.51,400,16147425,15349098
CODE_1.SZ,20241230,10:11:23:920,16153654,0,0,B,4.52,3000,15236201,16153653
CODE_1.SZ,20241230,10:11:24:970,16157075,0,0,B,4.52,200,15236201,16157074
CODE_1.SZ,20241230,10:11:25:460,16158739,0,0,B,4.52,700,15236201,16158738
CODE_1.SZ,20241230,10:11:26:600,16161760,0,0,S,4.51,1600,16161759,15349098
CODE_1.SZ,20241230,10:11:27:450,16164035,C,0, ,0,2000,0,15042873
CODE_1.SZ,20241230,10:11:31:100,16175480,0,0,S,4.51,100,16175479,15349098
CODE_1.SZ,20241230,10:11:33:000,16181342,C,0, ,0,2500,0,12708639
CODE_1.SZ,20241230,10:11:33:670,16183689,C,0, ,0,3000,0,15335020
CODE_1.SZ,20241230,10:11:37:240,16194519,0,0,S,4.51,40000,16194518,15349098
CODE_1.SZ,20241230,10:11:46:150,16224653,C,0, ,0,10000,0,15956150
CODE_1.SZ,20241230,10:11:47:680,16229496,C,0, ,0,10000,0,15461585
CODE_1.SZ,20241230,10:11:48:180,16230929,0,0,B,4.52,1600,15236201,16230928
CODE_1.SZ,20241230,10:11:48:180,16230930,0,0,B,4.52,700,15283590,16230928
CODE_1.SZ,20241230,10:11:48:820,16233264,0,0,B,4.52,200,15283590,16233263
CODE_1.SZ,20241230,10:11:53:640,16249667,0,0,B,4.52,500,15283590,16249666
CODE_1.SZ,20241230,10:11:58:810,16266062,0,0,B,4.52,2200,15283590,16266061
CODE_1.SZ,20241230,10:11:58:810,16266063,0,0,B,4.52,800,15298503,16266061
CODE_1.SZ,20241230,10:12:02:530,16278346,C,0, ,0,2000,15842088,0
CODE_1.SZ,20241230,10:12:07:360,16295167,0,0,S,4.51,1500,16295166,15349098
CODE_1.SZ,20241230,10:12:10:700,16306054,C,0, ,0,4500,15984808,0
CODE_1.SZ,20241230,10:12:13:370,16314030,C,0, ,0,100,15577556,0
CODE_1.SZ,20241230,10:12:16:650,16324530,C,0, ,0,15500,0,15827475
CODE_1.SZ,20241230,10:12:17:880,16327156,C,0, ,0,10000,0,16190454
CODE_1.SZ,20241230,10:12:19:340,16331639,C,0, ,0,4000,0,16154834
CODE_1.SZ,20241230,10:12:21:320,16337258,C,0, ,0,1500,0,15027625
CODE_1.SZ,20241230,10:12:22:170,16339955,0,0,B,4.52,600,15298503,16339954
CODE_1.SZ,20241230,10:12:26:120,16350281,C,0, ,0,700,3152691,0
CODE_1.SZ,20241230,10:12:26:470,16351078,C,0, ,0,2700,0,15878468
CODE_1.SZ,20241230,10:12:28:440,16356008,0,0,S,4.51,100,16356007,15349098
CODE_1.SZ,20241230,10:12:28:930,16357089,0,0,S,4.51,1500,16357088,15349098
CODE_1.SZ,20241230,10:12:34:190,16369617,C,0, ,0,100,16271706,0
CODE_1.SZ,20241230,10:12:35:600,16373091,0,0,B,4.52,400,15349148,16373090
CODE_1.SZ,20241230,10:12:36:840,16376390,C,0, ,0,2000,0,13744555
CODE_1.SZ,20241230,10:12:37:500,16378870,0,0,B,4.52,600,15349148,16378869
CODE_1.SZ,20241230,10:12:39:170,16384896,0,0,S,4.51,1100,16384895,15349098
CODE_1.SZ,20241230,10:12:41:440,16394085,C,0, ,0,28000,7337827,0
CODE_1.SZ,20241230,10:12:41:880,16395210,C,0, ,0,18600,655011,0
CODE_1.SZ,20241230,10:12:49:020,16416445,0,0,S,4.51,1000,16416444,15349098
CODE_1.SZ,20241230,10:12:50:640,16420756,0,0,S,4.51,300,16420755,15349098
CODE_1.SZ,20241230,10:12:50:640,16420757,0,0,S,4.51,1800,16420755,15350074
CODE_1.SZ,20241230,10:12:50:640,16420758,0,0,S,4.51,500,16420755,15355511
CODE_1.SZ,20241230,10:12:50:640,16420759,0,0,S,4.51,200,16420755,15365808
CODE_1.SZ,20241230,10:12:53:740,16431729,0,0,S,4.51,2100,16431728,15365808
CODE_1.SZ,20241230,10:12:53:740,16431730,0,0,S,4.51,5000,16431728,15366537
CODE_1.SZ,20241230,10:12:53:740,16431731,0,0,S,4.51,2300,16431728,15366744
CODE_1.SZ,20241230,10:12:53:740,16431732,0,0,S,4.51,6200,16431728,15373982
CODE_1.SZ,20241230,10:12:53:740,16431733,0,0,S,4.51,1000,16431728,15385958
CODE_1.SZ,20241230,10:12:54:100,16432618,0,0,B,4.52,900,15349148,16432617
CODE_1.SZ,20241230,10:12:54:100,16432619,0,0,B,4.52,300,15349167,16432617
CODE_1.SZ,20241230,10:12:57:280,16441904,C,0, ,0,17400,0,15754517
CODE_1.SZ,20241230,10:12:57:640,16443158,C,0, ,0,5000,0,15731205
CODE_1.SZ,20241230,10:13:00:920,16454544,0,0,B,4.52,600,15349167,16454543
CODE_1.SZ,20241230,10:13:01:150,16455834,C,0, ,0,600,16130233,0
CODE_1.SZ,20241230,10:13:01:820,16458339,C,0, ,0,20000,0,16139497
CODE_1.SZ,20241230,10:13:05:020,16470446,0,0,B,4.52,100,15349167,16470445
CODE_1.SZ,20241230,10:13:05:020,16470447,0,0,B,4.52,1900,15349180,16470445
CODE_1.SZ,20241230,10:13:05:150,16471094,C,0, ,0,1000,0,15068748
CODE_1.SZ,20241230,10:13:13:730,16502581,0,0,B,4.52,900,15349180,16502580
CODE_1.SZ,20241230,10:13:13:730,16502582,0,0,B,4.52,100,15465522,16502580
CODE_1.SZ,20241230,10:13:13:730,16502583,0,0,B,4.52,200,15466278,16502580
CODE_1.SZ,20241230,10:13:13:730,16502584,0,0,B,4.52,100,15472042,16502580
CODE_1.SZ,20241230,10:13:13:730,16502585,0,0,B,4.52,200,15509405,16502580
CODE_1.SZ,20241230,10:13:13:730,16502586,0,0,B,4.52,500,15626154,16502580
CODE_1.SZ,20241230,10:13:15:620,16507925,C,0, ,0,7000,0,13985894
CODE_1.SZ,20241230,10:13:15:760,16508387,C,0, ,0,500,0,7655422
CODE_1.SZ,20241230,10:13:16:100,16509529,C,0, ,0,1300,0,15376038
CODE_1.SZ,20241230,10:13:16:910,16511965,0,0,B,4.52,100,15626154,16511964
CODE_1.SZ,20241230,10:13:19:920,16520251,0,0,B,4.52,1200,15626154,16520250
CODE_1.SZ,20241230,10:13:23:300,16534728,C,0, ,0,500,14219025,0
CODE_1.SZ,20241230,10:13:26:870,16545839,0,0,S,4.51,500,16545838,15385958
CODE_1.SZ,20241230,10:13:31:330,16558669,0,0,S,4.51,200,16558668,15385958
CODE_1.SZ,20241230,10:13:33:040,16562993,C,0, ,0,400,14200413,0
CODE_1.SZ,20241230,10:13:33:240,16563477,0,0,B,4.52,4400,15626154,16563476
CODE_1.SZ,20241230,10:13:33:240,16563478,0,0,B,4.52,100,15677523,16563476
CODE_1.SZ,20241230,10:13:33:240,16563479,0,0,B,4.52,1000,15694405,16563476
CODE_1.SZ,20241230,10:13:33:240,16563480,0,0,B,4.52,800,15694406,16563476
CODE_1.SZ,20241230,10:13:33:240,16563481,0,0,B,4.52,500,15694407,16563476
CODE_1.SZ,20241230,10:13:35:600,16569823,C,0, ,0,1000,13810545,0
CODE_1.SZ,20241230,10:13:36:800,16573010,C,0, ,0,4000,0,16427976
CODE_1.SZ,20241230,10:13:36:880,16573166,C,0, ,0,5000,0,15791515
CODE_1.SZ,20241230,10:13:47:720,16602567,C,0, ,0,900,0,15957818
CODE_1.SZ,20241230,10:13:48:630,16605302,C,0, ,0,900,16569979,0
CODE_1.SZ,20241230,10:13:48:740,16605599,C,0, ,0,2000,16183979,0
CODE_1.SZ,20241230,10:13:49:600,16608153,C,0, ,0,3800,16439390,0
CODE_1.SZ,20241230,10:13:49:640,16608274,0,0,S,4.51,900,16608273,15385958
CODE_1.SZ,20241230,10:13:49:740,16608622,0,0,S,4.51,1000,16608621,15385958
CODE_1.SZ,20241230,10:13:50:770,16611283,C,0, ,0,1000,0,15296754
CODE_1.SZ,20241230,10:13:51:680,16613510,C,0, ,0,7000,11052599,0
CODE_1.SZ,20241230,10:13:55:740,16624594,0,0,S,4.51,1000,16624593,15385958
CODE_1.SZ,20241230,10:13:56:240,16625856,0,0,B,4.52,200,15694407,16625855
CODE_1.SZ,20241230,10:13:56:240,16625857,0,0,B,4.52,400,15694412,16625855
CODE_1.SZ,20241230,10:13:56:240,16625858,0,0,B,4.52,300,15694435,16625855
CODE_1.SZ,20241230,10:13:56:240,16625859,0,0,B,4.52,500,15694437,16625855
CODE_1.SZ,20241230,10:13:56:240,16625860,0,0,B,4.52,100,15694441,16625855
CODE_1.SZ,20241230,10:13:56:240,16625861,0,0,B,4.52,400,15694442,16625855
CODE_1.SZ,20241230,10:13:56:240,16625862,0,0,B,4.52,1200,15694444,16625855
CODE_1.SZ,20241230,10:13:56:240,16625863,0,0,B,4.52,100,15694742,16625855
CODE_1.SZ,20241230,10:13:56:240,16625864,0,0,B,4.52,500,15694761,16625855
CODE_1.SZ,20241230,10:13:56:240,16625865,0,0,B,4.52,400,15694896,16625855
CODE_1.SZ,20241230,10:13:56:240,16625866,0,0,B,4.52,500,15694949,16625855
CODE_1.SZ,20241230,10:13:56:240,16625867,0,0,B,4.52,400,15719377,16625855
CODE_1.SZ,20241230,10:13:56:860,16627451,0,0,B,4.52,2300,15719377,16627450
CODE_1.SZ,20241230,10:13:56:860,16627452,0,0,B,4.52,300,15725437,16627450
CODE_1.SZ,20241230,10:13:57:630,16629922,0,0,S,4.51,1000,16629921,15385958
CODE_1.SZ,20241230,10:14:01:640,16642421,0,0,S,4.51,7000,16642420,15385958
CODE_1.SZ,20241230,10:14:07:440,16671715,0,0,S,4.51,100,16671714,15385958
CODE_1.SZ,20241230,10:14:10:020,16679822,C,0, ,0,2400,0,8991236
CODE_1.SZ,20241230,10:14:12:350,16687157,0,0,B,4.52,700,15725437,16687156
CODE_1.SZ,20241230,10:14:12:350,16687158,0,0,B,4.52,200,15794875,16687156
CODE_1.SZ,20241230,10:14:12:350,16687159,0,0,B,4.52,100,15840724,16687156
CODE_1.SZ,20241230,10:14:13:910,16691789,0,0,S,4.51,400,16691788,15385958
CODE_1.SZ,20241230,10:14:14:770,16694084,0,0,B,4.52,5000,15840724,16694083
CODE_1.SZ,20241230,10:14:14:860,16694315,0,0,B,4.52,1000,15840724,16694314
