CODE,day,t,dn,dc,cc,BS,DP,DN,SS,SB
CODE_1.SZ,20241230,10:27:04:710,18775692,0,0,B,4.5,1100,18434608,18775686
CODE_1.SZ,20241230,10:27:04:710,18775693,0,0,B,4.5,700,18434611,18775686
CODE_1.SZ,20241230,10:27:04:710,18775694,0,0,B,4.5,400,18434614,18775686
CODE_1.SZ,20241230,10:27:04:710,18775695,0,0,B,4.5,400,18434615,18775686
CODE_1.SZ,20241230,10:27:04:710,18775696,0,0,B,4.5,1100,18434617,18775686
CODE_1.SZ,20241230,10:27:04:710,18775697,0,0,B,4.5,400,18434618,18775686
CODE_1.SZ,20241230,10:27:04:710,18775698,0,0,B,4.5,400,18434638,18775686
CODE_1.SZ,20241230,10:27:04:710,18775699,0,0,B,4.5,700,18434649,18775686
CODE_1.SZ,20241230,10:27:04:710,18775700,0,0,B,4.5,400,18434651,18775686
CODE_1.SZ,20241230,10:27:04:710,18775701,0,0,B,4.5,400,18434689,18775686
CODE_1.SZ,20241230,10:27:04:710,18775702,0,0,B,4.5,400,18434703,18775686
CODE_1.SZ,20241230,10:27:04:710,18775703,0,0,B,4.5,400,18434709,18775686
CODE_1.SZ,20241230,10:27:04:710,18775704,0,0,B,4.5,600,18434715,18775686
CODE_1.SZ,20241230,10:27:04:710,18775705,0,0,B,4.5,700,18434716,18775686
CODE_1.SZ,20241230,10:27:04:710,18775706,0,0,B,4.5,1000,18434717,18775686
CODE_1.SZ,20241230,10:27:04:710,18775707,0,0,B,4.5,600,18434838,18775686
CODE_1.SZ,20241230,10:27:04:720,18775713,0,0,B,4.5,200,18434838,18775712
CODE_1.SZ,20241230,10:27:04:720,18775714,0,0,B,4.5,200,18452760,18775712
CODE_1.SZ,20241230,10:27:04:720,18775715,0,0,B,4.5,2000,18454453,18775712
CODE_1.SZ,20241230,10:27:04:720,18775716,0,0,B,4.5,100,18459494,18775712
CODE_1.SZ,20241230,10:27:04:720,18775717,0,0,B,4.5,3100,18459642,18775712
CODE_1.SZ,20241230,10:27:04:720,18775718,0,0,B,4.5,500,18473136,18775712
CODE_1.SZ,20241230,10:27:04:720,18775719,0,0,B,4.5,500,18481264,18775712
CODE_1.SZ,20241230,10:27:04:720,18775720,0,0,B,4.5,400,18481274,18775712
CODE_1.SZ,20241230,10:27:04:720,18775721,0,0,B,4.5,1300,18481281,18775712
CODE_1.SZ,20241230,10:27:04:720,18775722,0,0,B,4.5,1000,18482832,18775712
CODE_1.SZ,20241230,10:27:04:720,18775723,0,0,B,4.5,700,18490725,18775712
CODE_1.SZ,20241230,10:27:04:720,18775724,0,0,B,4.5,300,18491196,18775712
CODE_1.SZ,20241230,10:27:04:720,18775725,0,0,B,4.5,100,18491641,18775712
CODE_1.SZ,20241230,10:27:04:720,18775726,0,0,B,4.5,1500,18493415,18775712
CODE_1.SZ,20241230,10:27:04:720,18775727,0,0,B,4.5,100,18498437,18775712
CODE_1.SZ,20241230,10:27:04:720,18775728,0,0,B,4.5,2200,18505974,18775712
CODE_1.SZ,20241230,10:27:04:720,18775729,0,0,B,4.5,100,18507785,18775712
CODE_1.SZ,20241230,10:27:04:720,18775730,0,0,B,4.5,500,18515391,18775712
CODE_1.SZ,20241230,10:27:04:720,18775731,0,0,B,4.5,400,18515394,18775712
CODE_1.SZ,20241230,10:27:04:720,18775732,0,0,B,4.5,400,18515395,18775712
CODE_1.SZ,20241230,10:27:04:720,18775733,0,0,B,4.5,400,18515396,18775712
CODE_1.SZ,20241230,10:27:04:720,18775734,0,0,B,4.5,300,18515463,18775712
CODE_1.SZ,20241230,10:27:04:720,18775735,0,0,B,4.5,500,18515486,18775712
CODE_1.SZ,20241230,10:27:04:720,18775736,0,0,B,4.5,500,18515495,18775712
CODE_1.SZ,20241230,10:27:04:720,18775737,0,0,B,4.5,400,18527864,18775712
CODE_1.SZ,20241230,10:27:04:720,18775738,0,0,B,4.5,400,18527865,18775712
CODE_1.SZ,20241230,10:27:04:720,18775739,0,0,B,4.5,900,18527866,18775712
CODE_1.SZ,20241230,10:27:04:720,18775740,0,0,B,4.5,400,18527870,18775712
CODE_1.SZ,20241230,10:27:04:720,18775741,0,0,B,4.5,300,18527888,18775712
CODE_1.SZ,20241230,10:27:04:720,18775742,0,0,B,4.5,400,18527910,18775712
CODE_1.SZ,20241230,10:27:04:720,18775743,0,0,B,4.5,300,18527912,18775712
CODE_1.SZ,20241230,10:27:04:720,18775744,0,0,B,4.5,400,18527919,18775712
CODE_1.SZ,20241230,10:27:04:720,18775745,0,0,B,4.5,400,18527920,18775712
CODE_1.SZ,20241230,10:27:04:720,18775746,0,0,B,4.5,200,18527944,18775712
CODE_1.SZ,20241230,10:27:04:720,18775747,0,0,B,4.5,300,18527946,18775712
CODE_1.SZ,20241230,10:27:04:720,18775748,0,0,B,4.5,400,18527982,18775712
CODE_1.SZ,20241230,10:27:04:720,18775749,0,0,B,4.5,400,18527988,18775712
CODE_1.SZ,20241230,10:27:04:720,18775750,0,0,B,4.5,400,18527993,18775712
CODE_1.SZ,20241230,10:27:04:720,18775751,0,0,B,4.5,500,18527995,18775712
CODE_1.SZ,20241230,10:27:04:720,18775752,0,0,B,4.5,400,18527998,18775712
CODE_1.SZ,20241230,10:27:04:720,18775753,0,0,B,4.5,400,18528019,18775712
CODE_1.SZ,20241230,10:27:04:720,18775754,0,0,B,4.5,600,18528020,18775712
CODE_1.SZ,20241230,10:27:04:720,18775755,0,0,B,4.5,700,18528058,18775712
CODE_1.SZ,20241230,10:27:04:720,18775756,0,0,B,4.5,400,18528073,18775712
CODE_1.SZ,20241230,10:27:04:720,18775757,0,0,B,4.5,600,18528108,18775712
CODE_1.SZ,20241230,10:27:04:720,18775758,0,0,B,4.5,1100,18542521,18775712
CODE_1.SZ,20241230,10:27:04:720,18775759,0,0,B,4.5,2000,18572574,18775712
CODE_1.SZ,20241230,10:27:04:720,18775760,0,0,B,4.5,1100,18583005,18775712
CODE_1.SZ,20241230,10:27:04:720,18775761,0,0,B,4.5,500,18583606,18775712
CODE_1.SZ,20241230,10:27:04:720,18775762,0,0,B,4.5,3100,18602236,18775712
CODE_1.SZ,20241230,10:27:04:720,18775763,0,0,B,4.5,1900,18603958,18775712
CODE_1.SZ,20241230,10:27:04:720,18775764,0,0,B,4.5,1800,18606246,18775712
CODE_1.SZ,20241230,10:27:04:720,18775765,0,0,B,4.5,200,18608076,18775712
CODE_1.SZ,20241230,10:27:04:720,18775766,0,0,B,4.5,1700,18693980,18775712
CODE_1.SZ,20241230,10:27:05:120,18777145,C,0, ,0,600,17847821,0
CODE_1.SZ,20241230,10:27:05:120,18777146,C,0, ,0,1200,17847822,0
CODE_1.SZ,20241230,10:27:05:120,18777149,C,0, ,0,1000,17847823,0
CODE_1.SZ,20241230,10:27:07:210,18784219,C,0, ,0,1800,0,18775779
CODE_1.SZ,20241230,10:27:07:450,18785335,0,0,S,4.5,100,18785334,18775712
CODE_1.SZ,20241230,10:27:12:910,18803981,C,0, ,0,13600,0,18775712
CODE_1.SZ,20241230,10:27:13:000,18804273,C,0, ,0,800,0,18731858
CODE_1.SZ,20241230,10:27:14:020,18807155,C,0, ,0,1500,0,14469860
CODE_1.SZ,20241230,10:27:14:340,18808156,C,0, ,0,2700,0,18560805
CODE_1.SZ,20241230,10:27:14:600,18808753,0,0,B,4.51,1500,17261294,18808752
CODE_1.SZ,20241230,10:27:14:600,18808754,0,0,B,4.51,2000,17343072,18808752
CODE_1.SZ,20241230,10:27:14:600,18808755,0,0,B,4.51,3400,17378842,18808752
CODE_1.SZ,20241230,10:27:14:600,18808756,0,0,B,4.51,100,17497139,18808752
CODE_1.SZ,20241230,10:27:14:600,18808757,0,0,B,4.51,500,17517110,18808752
CODE_1.SZ,20241230,10:27:14:600,18808758,0,0,B,4.51,1500,17625259,18808752
CODE_1.SZ,20241230,10:27:14:600,18808759,0,0,B,4.51,400,17645823,18808752
CODE_1.SZ,20241230,10:27:14:600,18808760,0,0,B,4.51,600,17698919,18808752
CODE_1.SZ,20241230,10:27:14:610,18808817,C,0, ,0,12500,0,18775808
CODE_1.SZ,20241230,10:27:16:580,18815099,C,0, ,0,500,0,18514825
CODE_1.SZ,20241230,10:27:17:590,18817415,C,0, ,0,3000,0,18554026
CODE_1.SZ,20241230,10:27:19:650,18823065,C,0, ,0,3600,0,18494654
CODE_1.SZ,20241230,10:27:20:560,18825199,C,0, ,0,4000,0,17721837
CODE_1.SZ,20241230,10:27:22:100,18829392,C,0, ,0,3500,0,18452898
CODE_1.SZ,20241230,10:27:22:840,18831552,0,0,S,4.5,200,18831551,18775772
CODE_1.SZ,20241230,10:27:22:840,18831553,0,0,S,4.5,1500,18831551,18778752
CODE_1.SZ,20241230,10:27:22:840,18831554,0,0,S,4.5,5000,18831551,18786398
CODE_1.SZ,20241230,10:27:22:840,18831555,0,0,S,4.5,2000,18831551,18797359
CODE_1.SZ,20241230,10:27:22:840,18831556,0,0,S,4.5,2300,18831551,18805096
CODE_1.SZ,20241230,10:27:22:840,18831557,0,0,S,4.5,13400,18831551,18811238
CODE_1.SZ,20241230,10:27:23:760,18833623,C,0, ,0,9400,0,18400292
CODE_1.SZ,20241230,10:27:28:490,18845407,C,0, ,0,200,0,15380746
CODE_1.SZ,20241230,10:27:28:590,18845594,C,0, ,0,2200,18655129,0
CODE_1.SZ,20241230,10:27:28:860,18846220,0,0,S,4.5,800,18846219,18811238
CODE_1.SZ,20241230,10:27:29:120,18846683,C,0, ,0,30000,0,18724388
CODE_1.SZ,20241230,10:27:33:700,18858275,C,0, ,0,2200,0,18135445
CODE_1.SZ,20241230,10:27:34:520,18860366,C,0, ,0,6900,0,18370668
CODE_1.SZ,20241230,10:27:34:940,18861249,C,0, ,0,2500,0,18236168
CODE_1.SZ,20241230,10:27:35:740,18863100,0,0,S,4.5,200,18863099,18811238
CODE_1.SZ,20241230,10:27:39:580,18873175,0,0,S,4.5,500,18873174,18811238
CODE_1.SZ,20241230,10:27:40:290,18875097,C,0, ,0,2900,0,18777111
CODE_1.SZ,20241230,10:27:40:590,18876123,C,0, ,0,2600,16202718,0
CODE_1.SZ,20241230,10:27:43:550,18884990,0,0,S,4.5,1900,18884989,18811238
CODE_1.SZ,20241230,10:27:45:680,18890265,0,0,B,4.51,800,17698919,18890264
CODE_1.SZ,20241230,10:27:45:680,18890266,0,0,B,4.51,1200,17698920,18890264
CODE_1.SZ,20241230,10:27:47:030,18894335,C,0, ,0,18000,0,18578654
CODE_1.SZ,20241230,10:27:49:590,18900624,C,0, ,0,100,16235052,0
CODE_1.SZ,20241230,10:27:50:150,18901859,0,0,B,4.51,1800,17698920,18901858
CODE_1.SZ,20241230,10:27:50:150,18901860,0,0,B,4.51,300,17698921,18901858
CODE_1.SZ,20241230,10:27:50:150,18901861,0,0,B,4.51,100,17699014,18901858
CODE_1.SZ,20241230,10:27:50:690,18902915,C,0, ,0,5000,0,18091099
CODE_1.SZ,20241230,10:27:52:610,18907729,C,0, ,0,100,16241919,0
CODE_1.SZ,20241230,10:27:55:610,18914738,C,0, ,0,600,16252996,0
CODE_1.SZ,20241230,10:27:55:700,18914907,C,0, ,0,800,0,6749512
CODE_1.SZ,20241230,10:27:55:800,18915129,C,0, ,0,2000,0,18784961
CODE_1.SZ,20241230,10:27:56:390,18916250,C,0, ,0,1400,0,18576700
CODE_1.SZ,20241230,10:27:56:960,18917339,C,0, ,0,2300,0,11645269
CODE_1.SZ,20241230,10:27:58:610,18920913,C,0, ,0,500,16261785,0
CODE_1.SZ,20241230,10:28:00:810,18925729,0,0,B,4.51,1500,17699014,18925728
CODE_1.SZ,20241230,10:28:00:810,18925730,0,0,B,4.51,500,17705199,18925728
CODE_1.SZ,20241230,10:28:01:610,18927837,C,0, ,0,600,16271301,0
CODE_1.SZ,20241230,10:28:02:830,18930935,C,0, ,0,1200,56695,0
CODE_1.SZ,20241230,10:28:04:610,18936069,C,0, ,0,500,16282253,0
CODE_1.SZ,20241230,10:28:04:780,18936448,C,0, ,0,18300,18148115,0
CODE_1.SZ,20241230,10:28:05:030,18937095,0,0,B,4.51,100,17705199,18937094
CODE_1.SZ,20241230,10:28:05:030,18937096,0,0,B,4.51,900,17705274,18937094
CODE_1.SZ,20241230,10:28:05:090,18937255,C,0, ,0,3200,12934954,0
CODE_1.SZ,20241230,10:28:06:580,18940814,0,0,B,4.51,300,17705274,18940813
CODE_1.SZ,20241230,10:28:06:580,18940815,0,0,B,4.51,500,17723066,18940813
CODE_1.SZ,20241230,10:28:07:610,18943595,C,0, ,0,600,16291275,0
CODE_1.SZ,20241230,10:28:07:650,18943674,C,0, ,0,6600,0,17156822
CODE_1.SZ,20241230,10:28:08:920,18946853,C,0, ,0,1000,0,18930704
CODE_1.SZ,20241230,10:28:08:990,18947236,0,0,B,4.51,1300,17733317,18947235
CODE_1.SZ,20241230,10:28:08:990,18947237,0,0,B,4.51,500,17733321,18947235
CODE_1.SZ,20241230,10:28:08:990,18947238,0,0,B,4.51,700,17744050,18947235
CODE_1.SZ,20241230,10:28:08:990,18947239,0,0,B,4.51,700,17755220,18947235
CODE_1.SZ,20241230,10:28:08:990,18947240,0,0,B,4.51,2000,17801821,18947235
CODE_1.SZ,20241230,10:28:08:990,18947241,0,0,B,4.51,2000,17823495,18947235
CODE_1.SZ,20241230,10:28:08:990,18947242,0,0,B,4.51,800,17823500,18947235
CODE_1.SZ,20241230,10:28:09:170,18947763,C,0, ,0,1200,0,18498602
CODE_1.SZ,20241230,10:28:09:960,18949939,C,0, ,0,8500,0,18222268
CODE_1.SZ,20241230,10:28:10:630,18952048,C,0, ,0,500,16301718,0
CODE_1.SZ,20241230,10:28:10:780,18952358,C,0, ,0,3800,0,18877249
CODE_1.SZ,20241230,10:28:13:620,18959283,C,0, ,0,600,16311383,0
CODE_1.SZ,20241230,10:28:13:750,18959583,C,0, ,0,600,0,18912800
CODE_1.SZ,20241230,10:28:14:630,18961466,0,0,B,4.51,700,17823500,18961465
CODE_1.SZ,20241230,10:28:14:630,18961467,0,0,B,4.51,100,17848471,18961465
CODE_1.SZ,20241230,10:28:14:630,18961468,0,0,B,4.51,1200,17932306,18961465
CODE_1.SZ,20241230,10:28:14:630,18961469,0,0,B,4.51,3600,17935640,18961465
CODE_1.SZ,20241230,10:28:14:630,18961470,0,0,B,4.51,3000,17937382,18961465
CODE_1.SZ,20241230,10:28:14:630,18961471,0,0,B,4.51,2000,17958106,18961465
CODE_1.SZ,20241230,10:28:14:630,18961472,0,0,B,4.51,1200,17979752,18961465
CODE_1.SZ,20241230,10:28:14:630,18961473,0,0,B,4.51,300,18072615,18961465
CODE_1.SZ,20241230,10:28:14:630,18961474,0,0,B,4.51,9200,18151850,18961465
CODE_1.SZ,20241230,10:28:15:380,18963868,0,0,B,4.51,1400,18151850,18963867
CODE_1.SZ,20241230,10:28:16:580,18967647,C,0, ,0,2000,0,18855908
CODE_1.SZ,20241230,10:28:16:930,18968395,0,0,B,4.51,1200,18151850,18968394
CODE_1.SZ,20241230,10:28:18:740,18973567,C,0, ,0,5600,0,18363518
CODE_1.SZ,20241230,10:28:20:380,18978453,0,0,B,4.51,2100,18151850,18978452
CODE_1.SZ,20241230,10:28:21:320,18981037,0,0,B,4.51,100,18151850,18981036
CODE_1.SZ,20241230,10:28:21:320,18981038,0,0,B,4.51,200,18354225,18981036
CODE_1.SZ,20241230,10:28:21:320,18981039,0,0,B,4.51,300,18361686,18981036
CODE_1.SZ,20241230,10:28:22:910,18986592,C,0, ,0,1600,0,18284855
CODE_1.SZ,20241230,10:28:26:000,18995073,0,0,B,4.51,500,18361686,18995072
CODE_1.SZ,20241230,10:28:28:390,19000324,C,0, ,0,5400,18361686,0
CODE_1.SZ,20241230,10:28:29:820,19003119,0,0,B,4.51,200,18403430,19003118
CODE_1.SZ,20241230,10:28:29:820,19003120,0,0,B,4.51,1000,18410406,19003118
CODE_1.SZ,20241230,10:28:29:820,19003121,0,0,B,4.51,2000,18729389,19003118
CODE_1.SZ,20241230,10:28:29:820,19003122,0,0,B,4.51,100,18832227,19003118
CODE_1.SZ,20241230,10:28:29:820,19003123,0,0,B,4.51,100,18832228,19003118
CODE_1.SZ,20241230,10:28:29:820,19003124,0,0,B,4.51,100,18832229,19003118
CODE_1.SZ,20241230,10:28:29:820,19003125,0,0,B,4.51,700,18832248,19003118
CODE_1.SZ,20241230,10:28:29:820,19003126,0,0,B,4.51,800,18833114,19003118
CODE_1.SZ,20241230,10:28:29:820,19003127,0,0,B,4.51,400,18833115,19003118
CODE_1.SZ,20241230,10:28:30:590,19005117,0,0,B,4.51,100,18833115,19005116
CODE_1.SZ,20241230,10:28:30:590,19005118,0,0,B,4.51,600,18833635,19005116
CODE_1.SZ,20241230,10:28:30:590,19005119,0,0,B,4.51,200,18833636,19005116
CODE_1.SZ,20241230,10:28:30:590,19005120,0,0,B,4.51,2000,18857103,19005116
CODE_1.SZ,20241230,10:28:30:590,19005121,0,0,B,4.51,300,18864161,19005116
CODE_1.SZ,20241230,10:28:30:590,19005122,0,0,B,4.51,100,18883507,19005116
CODE_1.SZ,20241230,10:28:30:590,19005123,0,0,B,4.51,300,18895106,19005116
CODE_1.SZ,20241230,10:28:30:590,19005124,0,0,B,4.51,1800,18916700,19005116
CODE_1.SZ,20241230,10:28:30:590,19005125,0,0,B,4.51,1700,18917928,19005116
CODE_1.SZ,20241230,10:28:30:590,19005126,0,0,B,4.51,2900,18946134,19005116
CODE_1.SZ,20241230,10:28:32:650,19009761,C,0, ,0,2300,0,18967856
CODE_1.SZ,20241230,10:28:32:860,19010129,C,0, ,0,11900,17981256,0
CODE_1.SZ,20241230,10:28:33:420,19011508,C,0, ,0,12000,0,18775670
CODE_1.SZ,20241230,10:28:34:840,19014751,C,0, ,0,3600,0,18833107
CODE_1.SZ,20241230,10:28:37:040,19018979,0,0,B,4.51,600,18946134,19018978
CODE_1.SZ,20241230,10:28:37:040,19018980,0,0,B,4.51,1900,18946136,19018978
CODE_1.SZ,20241230,10:28:37:040,19018981,0,0,B,4.51,100,18955532,19018978
CODE_1.SZ,20241230,10:28:38:180,19021930,0,0,B,4.51,2300,18955532,19021929
CODE_1.SZ,20241230,10:28:38:180,19021931,0,0,B,4.51,1300,18955550,19021929
CODE_1.SZ,20241230,10:28:38:220,19022014,0,0,B,4.51,100,18955550,19022013
CODE_1.SZ,20241230,10:28:40:170,19026836,C,0, ,0,2200,0,17942654
CODE_1.SZ,20241230,10:28:42:120,19031624,0,0,B,4.51,3800,18955550,19031623
CODE_1.SZ,20241230,10:28:42:120,19031625,0,0,B,4.51,100,18993027,19031623
CODE_1.SZ,20241230,10:28:42:420,19032812,C,0, ,0,201700,0,18767761
CODE_1.SZ,20241230,10:28:42:430,19032831,C,0, ,0,166100,0,18732319
CODE_1.SZ,20241230,10:28:44:730,19038150,0,0,S,4.51,100,19038149,19031623
CODE_1.SZ,20241230,10:28:45:130,19039087,C,0, ,0,900,19031654,0
CODE_1.SZ,20241230,10:28:45:810,19041001,0,0,B,4.51,500,19038255,19041000
CODE_1.SZ,20241230,10:28:46:640,19042922,0,0,B,4.51,3100,19038255,19042921
CODE_1.SZ,20241230,10:28:48:710,19047008,0,0,B,4.51,500,19038255,19047007
CODE_1.SZ,20241230,10:28:51:010,19051688,C,0, ,0,300,0,18005177
CODE_1.SZ,20241230,10:28:52:170,19054754,C,0, ,0,2000,18990929,0
CODE_1.SZ,20241230,10:28:53:170,19056924,0,0,B,4.51,2200,19038255,19056923
CODE_1.SZ,20241230,10:28:53:230,19057015,0,0,B,4.51,2200,19038255,19057014
CODE_1.SZ,20241230,10:28:56:240,19062988,0,0,B,4.51,1300,19038255,19062987
CODE_1.SZ,20241230,10:28:58:420,19067647,C,0, ,0,30000,0,18056405
CODE_1.SZ,20241230,10:29:00:000,19070741,0,0,S,4.5,2800,19070740,18811238
CODE_1.SZ,20241230,10:29:00:000,19070742,0,0,S,4.5,1200,19070740,18821652
CODE_1.SZ,20241230,10:29:00:410,19072412,0,0,B,4.51,300,19038255,19072411
CODE_1.SZ,20241230,10:29:02:890,19082945,C,0, ,0,3500,0,18374819
CODE_1.SZ,20241230,10:29:04:990,19094643,C,0, ,0,3100,0,18198432
CODE_1.SZ,20241230,10:29:05:920,19098661,C,0, ,0,3400,0,15229973
CODE_1.SZ,20241230,10:29:06:040,19099048,C,0, ,0,3200,19038255,0
CODE_1.SZ,20241230,10:29:06:040,19099049,C,0, ,0,600,19038256,0
CODE_1.SZ,20241230,10:29:06:490,19101048,C,0, ,0,1500,0,6617356
CODE_1.SZ,20241230,10:29:06:650,19102682,0,0,B,4.51,1700,19051674,19102681
CODE_1.SZ,20241230,10:29:06:650,19102683,0,0,B,4.51,800,19063831,19102681
CODE_1.SZ,20241230,10:29:09:180,19110952,0,0,B,4.51,1000,19063831,19110951
CODE_1.SZ,20241230,10:29:10:280,19114270,0,0,S,4.5,8400,19114269,18821652
CODE_1.SZ,20241230,10:29:18:530,19136028,C,0, ,0,1700,0,16339202
CODE_1.SZ,20241230,10:29:21:880,19144195,0,0,B,4.51,200,19063831,19144194
CODE_1.SZ,20241230,10:29:21:880,19144196,0,0,B,4.51,1300,19100698,19144194
CODE_1.SZ,20241230,10:29:22:100,19145117,0,0,B,4.51,1000,19100698,19145116
CODE_1.SZ,20241230,10:29:23:650,19149122,C,0, ,0,300,0,18988848
CODE_1.SZ,20241230,10:29:32:900,19178561,C,0, ,0,300,0,18029849
CODE_1.SZ,20241230,10:29:33:560,19181288,C,0, ,0,7500,19138444,0
CODE_1.SZ,20241230,10:29:35:480,19186053,0,0,S,4.5,100,19186052,18821652
CODE_1.SZ,20241230,10:29:35:930,19187008,C,0, ,0,1000,0,17492021
CODE_1.SZ,20241230,10:29:36:900,19189554,C,0, ,0,500,11654755,0
CODE_1.SZ,20241230,10:29:37:390,19190790,C,0, ,0,600,0,13734602
CODE_1.SZ,20241230,10:29:38:400,19193279,0,0,B,4.51,1000,19100698,19193278
CODE_1.SZ,20241230,10:29:39:580,19196056,C,0, ,0,2900,0,18907416
CODE_1.SZ,20241230,10:29:39:600,19196073,C,0, ,0,10000,0,18537116
CODE_1.SZ,20241230,10:29:41:540,19201269,0,0,B,4.51,300,19100698,19201268
CODE_1.SZ,20241230,10:29:41:540,19201270,0,0,B,4.51,2500,19104933,19201268
CODE_1.SZ,20241230,10:29:41:540,19201271,0,0,B,4.51,5300,19110581,19201268
CODE_1.SZ,20241230,10:29:41:540,19201272,0,0,B,4.51,2000,19114871,19201268
CODE_1.SZ,20241230,10:29:41:540,19201273,0,0,B,4.51,600,19114974,19201268
CODE_1.SZ,20241230,10:29:41:540,19201274,0,0,B,4.51,800,19114975,19201268
CODE_1.SZ,20241230,10:29:46:210,19210399,C,0, ,0,4000,0,18934837
CODE_1.SZ,20241230,10:29:46:680,19211488,0,0,B,4.51,1200,19114975,19211487
CODE_1.SZ,20241230,10:29:46:680,19211489,0,0,B,4.51,900,19117065,19211487
CODE_1.SZ,20241230,10:29:46:680,19211490,0,0,B,4.51,900,19121155,19211487
CODE_1.SZ,20241230,10:29:46:680,19211491,0,0,B,4.51,1100,19124728,19211487
CODE_1.SZ,20241230,10:29:46:680,19211492,0,0,B,4.51,900,19129434,19211487
CODE_1.SZ,20241230,10:29:47:130,19212270,0,0,B,4.51,200,19129434,19212269
CODE_1.SZ,20241230,10:29:47:130,19212271,0,0,B,4.51,800,19129604,19212269
CODE_1.SZ,20241230,10:29:47:810,19213512,C,0, ,0,2000,0,18107901
CODE_1.SZ,20241230,10:29:49:630,19217256,C,0, ,0,500,0,18139427
CODE_1.SZ,20241230,10:29:51:770,19221848,C,0, ,0,1300,0,18886998
CODE_1.SZ,20241230,10:30:02:200,19248533,0,0,B,4.51,500,19129604,19248532
CODE_1.SZ,20241230,10:30:02:200,19248534,0,0,B,4.51,600,19132883,19248532
CODE_1.SZ,20241230,10:30:07:190,19261224,C,0, ,0,2200,0,17986992
CODE_1.SZ,20241230,10:30:07:360,19261597,C,0, ,0,1300,0,19069061
CODE_1.SZ,20241230,10:30:11:390,19271834,C,0, ,0,4700,0,18589506
CODE_1.SZ,20241230,10:30:13:360,19276319,0,0,B,4.51,600,19132883,19276318
CODE_1.SZ,20241230,10:30:13:360,19276320,0,0,B,4.51,900,19137821,19276318
CODE_1.SZ,20241230,10:30:13:360,19276321,0,0,B,4.51,100,19149281,19276318
CODE_1.SZ,20241230,10:30:13:360,19276322,0,0,B,4.51,800,19164106,19276318
CODE_1.SZ,20241230,10:30:13:440,19276591,0,0,B,4.51,500,19164106,19276590
CODE_1.SZ,20241230,10:30:13:440,19276592,0,0,B,4.51,1100,19197795,19276590
CODE_1.SZ,20241230,10:30:13:440,19276593,0,0,B,4.51,200,19208742,19276590
CODE_1.SZ,20241230,10:30:13:440,19276594,0,0,B,4.51,400,19271961,19276590
CODE_1.SZ,20241230,10:30:14:770,19279686,C,0, ,0,1200,0,19028311
CODE_1.SZ,20241230,10:30:15:560,19281628,C,0, ,0,23900,15084418,0
CODE_1.SZ,20241230,10:30:21:930,19296089,0,0,B,4.51,1500,19271961,19296088
CODE_1.SZ,20241230,10:30:23:370,19301191,C,0, ,0,23200,13373411,0
CODE_1.SZ,20241230,10:30:24:070,19302785,C,0, ,0,1800,0,19178709
CODE_1.SZ,20241230,10:30:24:520,19304311,C,0, ,0,16900,651777,0
CODE_1.SZ,20241230,10:30:27:510,19312703,C,0, ,0,400,17106639,0
CODE_1.SZ,20241230,10:30:28:490,19316169,C,0, ,0,5000,0,6523649
CODE_1.SZ,20241230,10:30:28:560,19316336,0,0,B,4.51,200,19271961,19316335
CODE_1.SZ,20241230,10:30:33:740,19331977,C,0, ,0,500,0,18585758
CODE_1.SZ,20241230,10:30:35:960,19339082,C,0, ,0,400,0,18891049
CODE_1.SZ,20241230,10:30:36:020,19339269,C,0, ,0,8500,17314365,0
CODE_1.SZ,20241230,10:30:39:250,19349055,C,0, ,0,17600,0,18406329
CODE_1.SZ,20241230,10:30:41:870,19356840,0,0,S,4.5,2700,19356839,18821652
CODE_1.SZ,20241230,10:30:41:870,19356841,0,0,S,4.5,1500,19356839,18824138
CODE_1.SZ,20241230,10:30:41:870,19356842,0,0,S,4.5,500,19356839,18824266
CODE_1.SZ,20241230,10:30:41:870,19356843,0,0,S,4.5,1000,19356839,18825588
CODE_1.SZ,20241230,10:30:41:870,19356844,0,0,S,4.5,2000,19356839,18832219
CODE_1.SZ,20241230,10:30:41:870,19356845,0,0,S,4.5,3500,19356839,18841454
CODE_1.SZ,20241230,10:30:41:870,19356846,0,0,S,4.5,900,19356839,18844042
CODE_1.SZ,20241230,10:30:41:870,19356847,0,0,S,4.5,1100,19356839,18844412
CODE_1.SZ,20241230,10:30:41:870,19356848,0,0,S,4.5,1600,19356839,18847912
CODE_1.SZ,20241230,10:30:42:560,19358407,C,0, ,0,1000,0,18213695
CODE_1.SZ,20241230,10:30:55:240,19385402,0,0,S,4.5,3100,19385401,18849920
CODE_1.SZ,20241230,10:30:55:590,19386479,0,0,S,4.5,500,19386478,18849920
CODE_1.SZ,20241230,10:31:09:070,19427338,0,0,S,4.5,4000,19427337,18849920
CODE_1.SZ,20241230,10:31:09:570,19428835,0,0,S,4.5,100,19428834,18849920
CODE_1.SZ,20241230,10:31:16:420,19446250,C,0, ,0,500,0,18299400
CODE_1.SZ,20241230,10:31:17:250,19448137,0,0,S,4.5,200,19448136,18849920
CODE_1.SZ,20241230,10:31:20:670,19455545,C,0, ,0,10000,18185678,0
CODE_1.SZ,20241230,10:31:25:350,19465675,0,0,B,4.51,1900,19271961,19465674
CODE_1.SZ,20241230,10:31:29:060,19473725,0,0,S,4.5,300,19473724,18849920
